essround,idno,gndr,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,hincfel,grdfinc,gvctzpv,cntry,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk
10,10823,Naine,180,Iga päev,180,6,7,5,Saame hakkama praeguse sissetuleku juures,8,3,EE,5,Mitu korda kuus,4-6,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,10835,Naine,60,Iga päev,240,3,5,6,Praeguse sissetuleku juures on raske hakkama saada,6,10,EE,5,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Jah,mitte eriti turvaliselt
10,10844,Mees,60,Enamikul päevadel,120,7,5,7,Saame hakkama praeguse sissetuleku juures,7,7,EE,5,Mitu korda kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,10845,Naine,60,Iga päev,480,7,4,7,Saame hakkama praeguse sissetuleku juures,9,9,EE,8,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,10863,Mees,90,Iga päev,90,6,8,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,10878,Naine,120,Ainult aeg-ajalt,NA,5,2,3,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,5,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,10918,Naine,30,Iga päev,240,7,9,3,Elame mugavalt praeguse sissetuleku juures,4,4,EE,8,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,10922,Mees,120,Mitte kunagi,NA,8,7,7,Elame mugavalt praeguse sissetuleku juures,7,10,EE,6,Kord kuus,Mitte ühtegi,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,10933,Naine,60,Iga päev,720,7,4,6,Elame mugavalt praeguse sissetuleku juures,10,6,EE,7,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,10941,Mees,120,Iga päev,30,4,4,2,Elame mugavalt praeguse sissetuleku juures,4,2,EE,7,Vähem kui kord kuus,1,Harvemini kui enamik eakaaslasi,Jah,väga turvaliselt
10,10942,Mees,30,Iga päev,60,6,7,6,Saame hakkama praeguse sissetuleku juures,6,6,EE,6,Vähem kui kord kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,10950,Naine,120,Mõni kord nädalas,NA,5,5,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,10951,Naine,10,Iga päev,180,5,8,4,Saame hakkama praeguse sissetuleku juures,6,9,EE,7,Kord nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,10954,Naine,60,Mitte kunagi,NA,6,6,4,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,5,Kord nädalas,4-6,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,10965,Mees,10,Mõni kord nädalas,NA,5,5,2,Saame hakkama praeguse sissetuleku juures,10,10,EE,9,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,10990,Naine,20,Iga päev,420,7,5,7,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda nädalas,3,Harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,10991,Mees,30,Iga päev,900,6,8,8,Saame hakkama praeguse sissetuleku juures,5,5,EE,8,Mitu korda nädalas,2,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11004,Mees,30,Iga päev,30,5,5,3,Saame hakkama praeguse sissetuleku juures,2,4,EE,8,Kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11024,Naine,10,Iga päev,600,5,5,8,Elame mugavalt praeguse sissetuleku juures,10,3,EE,8,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11059,Naine,15,Iga päev,540,4,4,4,Elame mugavalt praeguse sissetuleku juures,8,8,EE,8,Mitu korda kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11076,Mees,60,Iga päev,120,5,5,6,Saame hakkama praeguse sissetuleku juures,6,8,EE,8,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11078,Naine,180,Enamikul päevadel,180,6,9,5,Saame hakkama praeguse sissetuleku juures,6,9,EE,9,Mitu korda kuus,4-6,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,11087,Naine,60,Iga päev,360,7,5,8,Praeguse sissetuleku juures on raske hakkama saada,9,9,EE,7,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11102,Mees,60,Iga päev,360,5,5,5,Saame hakkama praeguse sissetuleku juures,8,9,EE,8,Vähem kui kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11109,Mees,60,Iga päev,270,5,5,7,Saame hakkama praeguse sissetuleku juures,9,10,EE,9,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,11110,Mees,130,Mõni kord nädalas,NA,5,4,4,Praeguse sissetuleku juures on raske hakkama saada,5,9,EE,7,Kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,11115,Mees,45,Iga päev,105,6,8,8,Elame mugavalt praeguse sissetuleku juures,4,2,EE,10,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11149,Mees,60,Iga päev,180,5,6,7,Elame mugavalt praeguse sissetuleku juures,7,10,EE,7,Mitu korda nädalas,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11151,Mees,5,Iga päev,180,7,5,4,Elame mugavalt praeguse sissetuleku juures,10,4,EE,8,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11155,Naine,60,Iga päev,300,6,6,3,Saame hakkama praeguse sissetuleku juures,8,10,EE,8,Mitu korda nädalas,3,Palju sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,11157,Naine,5,Iga päev,480,4,4,5,Saame hakkama praeguse sissetuleku juures,8,9,EE,8,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11168,Naine,150,Iga päev,150,7,7,10,Elame mugavalt praeguse sissetuleku juures,5,5,EE,10,Mitu korda nädalas,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11184,Naine,30,Iga päev,180,6,5,7,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11191,Mees,5,Iga päev,180,5,8,6,Elame mugavalt praeguse sissetuleku juures,6,6,EE,9,Iga päev,3,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,11212,Mees,90,Mitte kunagi,NA,5,5,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Mitu korda nädalas,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11214,Naine,15,Iga päev,600,3,7,5,Praeguse sissetuleku juures on raske hakkama saada,8,10,EE,8,Kord nädalas,1,Palju harvemini kui enamik eakaaslasi,Jah,mitte eriti turvaliselt
10,11238,Naine,60,Mitte kunagi,NA,5,7,5,Praeguse sissetuleku juures on raske hakkama saada,8,10,EE,9,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,11244,Mees,60,Iga päev,120,8,5,7,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11277,Mees,60,Iga päev,60,2,5,1,Elame mugavalt praeguse sissetuleku juures,2,6,EE,8,Mitu korda nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11278,Mees,10,Iga päev,540,6,7,5,Saame hakkama praeguse sissetuleku juures,8,8,EE,6,Mitu korda kuus,3,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11304,Mees,30,Mõni kord nädalas,NA,5,7,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Mitu korda kuus,Mitte ühtegi,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11307,Naine,60,Iga päev,180,10,10,8,Saame hakkama praeguse sissetuleku juures,5,5,EE,7,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11310,Naine,120,Mitte kunagi,NA,5,5,2,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,6,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Jah,turvaliselt
10,11318,Naine,60,Iga päev,120,6,8,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11326,Naine,10,Iga päev,90,2,3,0,Saame hakkama praeguse sissetuleku juures,9,10,EE,8,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,üldse mitte turvaliselt
10,11331,Naine,180,Mitte kunagi,NA,5,8,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Mitu korda kuus,Mitte ühtegi,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,11338,Mees,150,Mitte kunagi,NA,4,6,1,Praeguse sissetuleku juures on väga raske hakkama saada,9,9,EE,6,Mitte kunagi,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11340,Mees,150,Iga päev,360,9,8,9,Elame mugavalt praeguse sissetuleku juures,8,7,EE,9,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11376,Naine,90,Iga päev,180,7,7,6,Saame hakkama praeguse sissetuleku juures,7,5,EE,9,Kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11380,Mees,60,Iga päev,60,5,7,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11393,Naine,10,Iga päev,180,4,4,4,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Iga päev,10 või enam,Palju sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,11426,Mees,60,Iga päev,120,8,8,7,Saame hakkama praeguse sissetuleku juures,7,8,EE,8,Mitu korda kuus,4-6,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,11430,Mees,60,Iga päev,60,6,5,5,Elame mugavalt praeguse sissetuleku juures,7,7,EE,10,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11436,Mees,10,Iga päev,300,6,8,10,Saame hakkama praeguse sissetuleku juures,5,8,EE,3,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,11438,Naine,45,Iga päev,480,8,8,7,Elame mugavalt praeguse sissetuleku juures,5,8,EE,9,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11439,Naine,60,Iga päev,480,5,1,5,Saame hakkama praeguse sissetuleku juures,5,9,EE,9,Vähem kui kord kuus,3,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11461,Naine,180,Mitte kunagi,NA,10,3,3,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,7,Mitu korda nädalas,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11462,Mees,5,Ainult aeg-ajalt,NA,2,5,8,Saame hakkama praeguse sissetuleku juures,10,8,EE,7,Mitu korda nädalas,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Jah,üldse mitte turvaliselt
10,11489,Mees,15,Iga päev,360,5,5,5,Saame hakkama praeguse sissetuleku juures,4,9,EE,9,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11501,Naine,230,Iga päev,120,6,5,4,Saame hakkama praeguse sissetuleku juures,9,8,EE,8,Kord nädalas,4-6,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11506,Naine,2,Iga päev,240,5,8,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11514,Naine,70,Iga päev,360,1,9,8,Saame hakkama praeguse sissetuleku juures,8,9,EE,9,Mitu korda nädalas,2,Harvemini kui enamik eakaaslasi,Jah,mitte eriti turvaliselt
10,11516,Naine,60,Iga päev,120,8,8,8,Saame hakkama praeguse sissetuleku juures,7,6,EE,10,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11533,Mees,45,Iga päev,90,8,7,7,Elame mugavalt praeguse sissetuleku juures,6,6,EE,10,Vähem kui kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11549,Mees,60,Iga päev,600,7,9,7,Elame mugavalt praeguse sissetuleku juures,6,10,EE,9,Vähem kui kord kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11567,Naine,60,Iga päev,180,9,6,7,Saame hakkama praeguse sissetuleku juures,7,7,EE,8,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11568,Naine,20,Iga päev,120,5,5,3,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11579,Naine,150,Mitte kunagi,NA,6,6,4,Praeguse sissetuleku juures on väga raske hakkama saada,10,10,EE,7,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,11581,Naine,30,Iga päev,360,5,7,6,Elame mugavalt praeguse sissetuleku juures,6,7,EE,7,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11589,Mees,60,Iga päev,120,10,7,7,Saame hakkama praeguse sissetuleku juures,9,8,EE,6,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11631,Naine,60,Mitte kunagi,NA,5,7,4,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,5,Mitu korda nädalas,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11645,Naine,45,Iga päev,240,8,8,6,Elame mugavalt praeguse sissetuleku juures,10,8,EE,8,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11676,Naine,60,Iga päev,120,4,5,2,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11683,Mees,60,Iga päev,300,8,8,7,Elame mugavalt praeguse sissetuleku juures,10,10,EE,9,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Jah,väga turvaliselt
10,11690,Naine,5,Iga päev,60,5,7,1,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11706,Naine,60,Iga päev,120,8,5,6,Saame hakkama praeguse sissetuleku juures,0,10,EE,10,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,11713,Mees,105,Mitte kunagi,NA,2,3,2,Saame hakkama praeguse sissetuleku juures,8,6,EE,5,Iga päev,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11727,Naine,180,Iga päev,300,3,4,4,Saame hakkama praeguse sissetuleku juures,7,7,EE,7,Mitu korda nädalas,7-9,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11731,Naine,150,Mitte kunagi,NA,2,2,3,Praeguse sissetuleku juures on raske hakkama saada,7,8,EE,8,Mitu korda kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,11743,Mees,180,Iga päev,90,7,5,5,Elame mugavalt praeguse sissetuleku juures,3,3,EE,10,Mitu korda kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11749,Naine,15,Iga päev,90,5,5,3,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Mitu korda kuus,2,Palju harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,11790,Mees,30,Mõni kord nädalas,NA,2,3,3,Praeguse sissetuleku juures on väga raske hakkama saada,10,10,EE,5,Vähem kui kord kuus,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11791,Naine,30,Iga päev,150,10,10,9,Elame mugavalt praeguse sissetuleku juures,9,9,EE,9,Kord nädalas,7-9,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11792,Naine,20,Iga päev,480,7,5,4,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11794,Naine,60,Enamikul päevadel,30,5,8,2,Saame hakkama praeguse sissetuleku juures,9,9,EE,10,Kord kuus,10 või enam,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11798,Mees,0,Mitte kunagi,NA,10,6,7,Elame mugavalt praeguse sissetuleku juures,10,10,EE,10,Iga päev,7-9,Palju sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11800,Mees,60,Mitte kunagi,NA,9,9,7,Saame hakkama praeguse sissetuleku juures,10,10,EE,9,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11802,Mees,45,Iga päev,300,7,8,8,Saame hakkama praeguse sissetuleku juures,2,2,EE,7,Kord nädalas,4-6,Palju sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11815,Naine,30,Iga päev,180,5,5,5,Praeguse sissetuleku juures on raske hakkama saada,7,9,EE,7,Vähem kui kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11827,Naine,60,Iga päev,30,5,7,7,Saame hakkama praeguse sissetuleku juures,9,9,EE,6,Vähem kui kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11830,Mees,60,Iga päev,600,8,8,7,Saame hakkama praeguse sissetuleku juures,7,7,EE,9,Vähem kui kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11863,Naine,120,Ainult aeg-ajalt,NA,8,8,4,Praeguse sissetuleku juures on raske hakkama saada,8,9,EE,9,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11875,Naine,60,Iga päev,600,5,5,4,Elame mugavalt praeguse sissetuleku juures,8,10,EE,6,Mitu korda nädalas,10 või enam,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11876,Mees,30,Enamikul päevadel,120,5,7,5,Saame hakkama praeguse sissetuleku juures,NA,NA,EE,10,Mitu korda kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11882,Mees,60,Iga päev,480,8,7,7,Elame mugavalt praeguse sissetuleku juures,2,5,EE,9,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,11894,Mees,180,Mitte kunagi,NA,5,6,8,Saame hakkama praeguse sissetuleku juures,6,10,EE,8,Mitu korda kuus,4-6,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11929,Mees,0,Iga päev,510,8,2,8,Saame hakkama praeguse sissetuleku juures,9,8,EE,10,Iga päev,4-6,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,11932,Naine,10,Iga päev,180,7,7,3,Elame mugavalt praeguse sissetuleku juures,7,7,EE,8,Mitu korda nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11937,Naine,75,Iga päev,240,7,6,7,Elame mugavalt praeguse sissetuleku juures,7,8,EE,7,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,11960,Mees,15,Iga päev,360,5,5,3,Saame hakkama praeguse sissetuleku juures,5,6,EE,9,Vähem kui kord kuus,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11964,Naine,60,Mitte kunagi,NA,2,5,3,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,3,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11980,Naine,180,Mitte kunagi,NA,6,7,9,Saame hakkama praeguse sissetuleku juures,9,10,EE,7,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11981,Naine,150,Mitte kunagi,NA,10,10,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Vähem kui kord kuus,4-6,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,11990,Naine,120,Iga päev,240,5,5,5,Praeguse sissetuleku juures on väga raske hakkama saada,10,10,EE,0,Mitte kunagi,1,Palju harvemini kui enamik eakaaslasi,Jah,üldse mitte turvaliselt
10,11992,Naine,70,Iga päev,480,5,6,6,Saame hakkama praeguse sissetuleku juures,7,7,EE,7,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,11997,Naine,60,Iga päev,600,8,8,6,Elame mugavalt praeguse sissetuleku juures,8,8,EE,8,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,12005,Naine,30,Iga päev,120,5,5,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,12015,Naine,5,Iga päev,480,0,2,4,Praeguse sissetuleku juures on väga raske hakkama saada,10,10,EE,4,Kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Jah,üldse mitte turvaliselt
10,12033,Naine,90,Iga päev,99,5,7,5,Saame hakkama praeguse sissetuleku juures,5,5,EE,6,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,12035,Mees,30,Iga päev,600,8,7,4,Elame mugavalt praeguse sissetuleku juures,9,9,EE,10,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,12041,Naine,120,Iga päev,180,5,5,2,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,12055,Naine,60,Iga päev,600,10,9,8,Elame mugavalt praeguse sissetuleku juures,8,8,EE,9,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,12065,Naine,40,Iga päev,120,5,8,2,Saame hakkama praeguse sissetuleku juures,9,10,EE,7,Vähem kui kord kuus,2,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,12074,Naine,120,Enamikul päevadel,180,3,6,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,12076,Mees,180,Mõni kord nädalas,NA,6,7,9,Praeguse sissetuleku juures on raske hakkama saada,9,9,EE,10,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,12085,Mees,120,Mitte kunagi,NA,6,6,6,Praeguse sissetuleku juures on raske hakkama saada,5,7,EE,7,Mitu korda nädalas,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,12100,Naine,10,Iga päev,300,5,9,7,Saame hakkama praeguse sissetuleku juures,5,8,EE,9,Mitu korda nädalas,4-6,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,12121,Naine,180,Iga päev,40,9,7,2,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,9,Vähem kui kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Jah,turvaliselt
10,12135,Naine,15,Iga päev,180,8,7,8,Saame hakkama praeguse sissetuleku juures,9,10,EE,8,Kord nädalas,10 või enam,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,12146,Mees,90,Iga päev,420,8,9,9,Elame mugavalt praeguse sissetuleku juures,8,5,EE,9,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,12147,Naine,120,Iga päev,240,0,0,5,Elame mugavalt praeguse sissetuleku juures,10,10,EE,10,Kord nädalas,2,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,12152,Mees,15,Iga päev,1200,1,5,2,Praeguse sissetuleku juures on raske hakkama saada,7,6,EE,7,Mitu korda kuus,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,12183,Mees,60,Iga päev,420,5,5,7,Saame hakkama praeguse sissetuleku juures,9,7,EE,8,Mitu korda nädalas,4-6,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,12192,Mees,360,Iga päev,480,7,7,6,Elame mugavalt praeguse sissetuleku juures,6,7,EE,8,Mitu korda nädalas,7-9,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,12206,Naine,15,Iga päev,120,7,6,4,Elame mugavalt praeguse sissetuleku juures,7,8,EE,8,Iga päev,4-6,Palju sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,12210,Mees,30,Iga päev,360,5,5,4,Saame hakkama praeguse sissetuleku juures,8,10,EE,6,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,12227,Naine,30,Iga päev,300,5,8,8,Elame mugavalt praeguse sissetuleku juures,6,7,EE,7,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Jah,väga turvaliselt
10,12252,Naine,60,Mitte kunagi,NA,7,8,7,Saame hakkama praeguse sissetuleku juures,7,7,EE,10,Mitu korda nädalas,1,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,12267,Naine,120,Mitte kunagi,NA,3,3,2,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Mitu korda kuus,3,Palju harvemini kui enamik eakaaslasi,Ei,üldse mitte turvaliselt
10,12282,Mees,90,Iga päev,180,5,9,5,Elame mugavalt praeguse sissetuleku juures,6,10,EE,6,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,12283,Naine,240,Iga päev,480,5,7,4,Elame mugavalt praeguse sissetuleku juures,8,8,EE,8,Mitu korda nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,12287,Naine,180,Ainult aeg-ajalt,NA,7,8,7,Elame mugavalt praeguse sissetuleku juures,7,8,EE,9,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,12321,Mees,120,Iga päev,540,1,3,4,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,6,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,12328,Mees,60,Iga päev,360,3,6,4,Saame hakkama praeguse sissetuleku juures,7,6,EE,8,Kord nädalas,4-6,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,12340,Naine,0,Iga päev,240,9,9,7,Praeguse sissetuleku juures on raske hakkama saada,8,8,EE,9,Mitu korda nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,12342,Naine,30,Iga päev,120,3,6,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,12351,Naine,90,Iga päev,180,5,5,5,Saame hakkama praeguse sissetuleku juures,10,8,EE,8,Vähem kui kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
