essround,idno,gndr,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,hincfel,grdfinc,gvctzpv,cntry,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk
10,23693,Mees,180,Iga päev,180,9,9,2,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Mitu korda kuus,3,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,23695,Mees,40,Iga päev,130,8,6,8,Elame mugavalt praeguse sissetuleku juures,6,5,EE,8,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,23698,Mees,60,Iga päev,600,7,7,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,23729,Naine,90,Enamikul päevadel,60,8,7,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Vähem kui kord kuus,2,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,23755,Mees,30,Iga päev,150,7,5,4,Saame hakkama praeguse sissetuleku juures,10,10,EE,7,Kord nädalas,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,23760,Naine,30,Iga päev,120,6,6,5,Saame hakkama praeguse sissetuleku juures,9,9,EE,8,Kord nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,23800,Mees,30,Iga päev,30,0,0,2,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Kord nädalas,1,Umbes sama tihti kui enamik eakaaslasi,Jah,üldse mitte turvaliselt
10,23810,Naine,120,Iga päev,240,7,7,8,Saame hakkama praeguse sissetuleku juures,9,10,EE,7,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,23826,Naine,120,Enamikul päevadel,120,5,3,7,Saame hakkama praeguse sissetuleku juures,5,9,EE,4,Mitu korda nädalas,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,23842,Naine,60,Enamikul päevadel,180,7,8,6,Saame hakkama praeguse sissetuleku juures,10,8,EE,8,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,23846,Naine,90,Iga päev,240,1,3,5,Saame hakkama praeguse sissetuleku juures,4,4,EE,8,Mitu korda kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,23850,Mees,90,Iga päev,600,6,6,8,Saame hakkama praeguse sissetuleku juures,7,7,EE,8,Mitu korda nädalas,4-6,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,23856,Mees,120,Iga päev,90,8,9,0,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Kord kuus,1,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,23866,Naine,30,Iga päev,300,7,7,5,Elame mugavalt praeguse sissetuleku juures,3,3,EE,8,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,23867,Naine,120,Iga päev,60,7,5,7,Saame hakkama praeguse sissetuleku juures,10,10,EE,5,Mitu korda nädalas,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,23875,Naine,0,Iga päev,480,5,0,3,Elame mugavalt praeguse sissetuleku juures,9,10,EE,5,Kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,23888,Mees,60,Iga päev,240,6,5,7,Saame hakkama praeguse sissetuleku juures,7,7,EE,8,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,23930,Mees,60,Mitte kunagi,NA,5,5,6,Saame hakkama praeguse sissetuleku juures,7,7,EE,8,Kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,23931,Mees,30,Iga päev,420,7,7,7,Elame mugavalt praeguse sissetuleku juures,9,10,EE,7,Mitu korda nädalas,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,23934,Mees,10,Iga päev,240,3,3,2,Saame hakkama praeguse sissetuleku juures,10,10,EE,9,Mitu korda kuus,4-6,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,23949,Mees,20,Iga päev,90,6,6,6,Saame hakkama praeguse sissetuleku juures,9,9,EE,5,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,23954,Naine,15,Iga päev,240,6,6,7,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,23958,Naine,60,Iga päev,360,7,7,7,Elame mugavalt praeguse sissetuleku juures,10,10,EE,7,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,23964,Mees,60,Mitte kunagi,NA,0,0,2,Saame hakkama praeguse sissetuleku juures,6,4,EE,6,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,23965,Naine,120,Iga päev,240,6,6,5,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,10,Mitte kunagi,Mitte ühtegi,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,23971,Mees,15,Iga päev,420,8,7,7,Saame hakkama praeguse sissetuleku juures,8,6,EE,7,Mitte kunagi,Mitte ühtegi,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,23996,Naine,60,Mitte kunagi,NA,8,8,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Mitte kunagi,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24009,Mees,90,Mitte kunagi,NA,2,2,3,Praeguse sissetuleku juures on raske hakkama saada,8,8,EE,6,Iga päev,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,24010,Naine,40,Mitte kunagi,NA,3,5,7,Saame hakkama praeguse sissetuleku juures,5,5,EE,5,Vähem kui kord kuus,Mitte ühtegi,Palju harvemini kui enamik eakaaslasi,Ei,üldse mitte turvaliselt
10,24011,Mees,45,Iga päev,360,7,7,8,Saame hakkama praeguse sissetuleku juures,7,8,EE,7,Kord kuus,2,Harvemini kui enamik eakaaslasi,NA,turvaliselt
10,24017,Mees,30,Iga päev,600,8,6,7,Saame hakkama praeguse sissetuleku juures,5,8,EE,7,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,24033,Naine,30,Iga päev,120,8,8,7,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Vähem kui kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,24053,Naine,60,Iga päev,180,8,8,8,Saame hakkama praeguse sissetuleku juures,6,7,EE,8,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24056,Naine,35,Mitte kunagi,NA,4,3,2,Saame hakkama praeguse sissetuleku juures,8,9,EE,7,Vähem kui kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24069,Naine,5,Iga päev,60,0,1,2,Saame hakkama praeguse sissetuleku juures,10,8,EE,9,Vähem kui kord kuus,2,Palju harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,24070,Naine,10,Iga päev,60,4,7,3,Saame hakkama praeguse sissetuleku juures,9,9,EE,8,Kord kuus,3,Harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,24100,Mees,0,Iga päev,300,1,1,6,Saame hakkama praeguse sissetuleku juures,5,7,EE,7,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24105,Naine,60,Iga päev,720,7,5,3,Saame hakkama praeguse sissetuleku juures,7,5,EE,8,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,24116,Mees,20,Iga päev,240,1,1,1,Elame mugavalt praeguse sissetuleku juures,7,7,EE,9,Mitu korda nädalas,2,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24122,Naine,30,Iga päev,120,6,5,2,Saame hakkama praeguse sissetuleku juures,7,10,EE,6,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,24148,Mees,60,Mitte kunagi,NA,8,7,6,Saame hakkama praeguse sissetuleku juures,7,10,EE,6,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24149,Mees,210,Iga päev,360,5,7,3,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda nädalas,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24157,Mees,90,Iga päev,120,8,7,5,Elame mugavalt praeguse sissetuleku juures,3,5,EE,9,Mitu korda kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,24174,Mees,240,Mitte kunagi,NA,8,5,8,Praeguse sissetuleku juures on väga raske hakkama saada,7,6,EE,7,Kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,24180,Mees,120,Mitte kunagi,NA,5,5,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Vähem kui kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24181,Naine,30,Iga päev,240,8,8,2,Elame mugavalt praeguse sissetuleku juures,10,10,EE,8,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,24187,Naine,10,Iga päev,60,7,5,7,Saame hakkama praeguse sissetuleku juures,9,9,EE,8,Kord kuus,2,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,24193,Mees,20,Mitte kunagi,NA,5,5,5,Elame mugavalt praeguse sissetuleku juures,5,5,EE,10,Kord nädalas,1,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24240,Mees,30,Iga päev,120,7,7,6,Elame mugavalt praeguse sissetuleku juures,6,6,EE,6,Mitu korda kuus,Mitte ühtegi,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,24242,Naine,120,Mõni kord nädalas,NA,8,9,5,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Kord kuus,2,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24253,Naine,130,Ainult aeg-ajalt,NA,4,0,8,Saame hakkama praeguse sissetuleku juures,7,5,EE,10,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,24282,Mees,180,Iga päev,360,8,7,8,Saame hakkama praeguse sissetuleku juures,5,8,EE,8,Mitu korda kuus,2,Palju harvemini kui enamik eakaaslasi,Jah,väga turvaliselt
10,24294,Mees,60,Iga päev,540,8,7,6,Elame mugavalt praeguse sissetuleku juures,3,6,EE,9,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24298,Mees,0,Iga päev,120,7,5,4,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24313,Mees,90,Mitte kunagi,NA,7,7,5,Saame hakkama praeguse sissetuleku juures,9,8,EE,6,Mitu korda nädalas,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24330,Mees,25,Iga päev,360,10,9,10,Elame mugavalt praeguse sissetuleku juures,7,7,EE,8,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24332,Naine,60,Iga päev,180,8,9,5,Elame mugavalt praeguse sissetuleku juures,10,10,EE,10,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24357,Mees,60,Iga päev,180,7,8,6,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Mitu korda kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24367,Naine,60,Iga päev,240,7,5,7,Elame mugavalt praeguse sissetuleku juures,6,8,EE,7,Vähem kui kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24395,Naine,90,Iga päev,240,5,7,6,Elame mugavalt praeguse sissetuleku juures,9,10,EE,8,Mitu korda nädalas,7-9,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24397,Naine,60,Iga päev,360,3,3,5,Elame mugavalt praeguse sissetuleku juures,10,10,EE,5,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24405,Naine,30,Iga päev,600,6,6,4,Elame mugavalt praeguse sissetuleku juures,5,10,EE,10,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,24418,Naine,60,Iga päev,60,5,5,4,Saame hakkama praeguse sissetuleku juures,2,0,EE,8,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24423,Mees,30,Iga päev,720,6,7,7,Elame mugavalt praeguse sissetuleku juures,8,4,EE,8,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24426,Naine,60,Mõni kord nädalas,NA,6,4,5,Praeguse sissetuleku juures on raske hakkama saada,10,6,EE,7,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24434,Mees,180,Iga päev,30,1,5,5,Saame hakkama praeguse sissetuleku juures,7,10,EE,10,Vähem kui kord kuus,4-6,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24440,Mees,30,Iga päev,600,7,7,6,Saame hakkama praeguse sissetuleku juures,6,8,EE,7,Kord nädalas,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24444,Mees,60,Iga päev,180,8,8,5,Elame mugavalt praeguse sissetuleku juures,7,8,EE,5,Mitu korda nädalas,2,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24453,Mees,30,Ainult aeg-ajalt,NA,10,10,10,Saame hakkama praeguse sissetuleku juures,NA,NA,EE,8,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,24456,Naine,240,Mitte kunagi,NA,6,6,6,Saame hakkama praeguse sissetuleku juures,5,6,EE,6,Vähem kui kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24458,Mees,60,Iga päev,600,7,8,8,Elame mugavalt praeguse sissetuleku juures,6,6,EE,7,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24497,Mees,90,Iga päev,300,7,6,7,Saame hakkama praeguse sissetuleku juures,7,7,EE,8,Kord nädalas,4-6,Harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,24507,Naine,30,Mõni kord nädalas,NA,4,8,5,Saame hakkama praeguse sissetuleku juures,7,5,EE,2,Kord kuus,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24519,Naine,30,Iga päev,60,4,4,3,Elame mugavalt praeguse sissetuleku juures,9,8,EE,9,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24522,Naine,30,Iga päev,30,5,5,5,Praeguse sissetuleku juures on raske hakkama saada,8,8,EE,7,Kord nädalas,3,Palju harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,24529,Naine,40,Iga päev,300,6,7,5,Saame hakkama praeguse sissetuleku juures,7,8,EE,7,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24537,Naine,65,Iga päev,480,8,9,7,Saame hakkama praeguse sissetuleku juures,10,8,EE,8,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Jah,väga turvaliselt
10,24555,Mees,15,Iga päev,600,4,6,2,Elame mugavalt praeguse sissetuleku juures,1,1,EE,9,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24556,Mees,60,Iga päev,120,5,3,5,Saame hakkama praeguse sissetuleku juures,7,10,EE,8,Vähem kui kord kuus,Mitte ühtegi,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24557,Naine,60,Mitte kunagi,NA,8,6,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Kord nädalas,4-6,Palju sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24581,Mees,30,Mõni kord nädalas,NA,5,5,2,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24591,Naine,30,Iga päev,720,9,10,10,Elame mugavalt praeguse sissetuleku juures,10,10,EE,10,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24618,Mees,120,Iga päev,60,7,2,4,Saame hakkama praeguse sissetuleku juures,6,5,EE,8,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24621,Naine,210,Iga päev,30,10,8,5,Elame mugavalt praeguse sissetuleku juures,6,6,EE,10,Kord kuus,3,Palju harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,24629,Mees,30,Mõni kord nädalas,NA,6,7,4,Praeguse sissetuleku juures on raske hakkama saada,2,2,EE,5,Kord kuus,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24640,Mees,300,Iga päev,120,5,5,5,Saame hakkama praeguse sissetuleku juures,7,6,EE,10,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24641,Mees,20,Iga päev,120,7,7,5,Elame mugavalt praeguse sissetuleku juures,5,8,EE,8,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24677,Mees,60,Iga päev,120,7,7,8,Saame hakkama praeguse sissetuleku juures,6,5,EE,8,Mitu korda kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24729,Naine,30,Iga päev,90,8,2,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24731,Mees,30,Enamikul päevadel,90,5,7,7,Saame hakkama praeguse sissetuleku juures,9,8,EE,8,Vähem kui kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24735,Mees,60,Iga päev,480,8,8,6,Elame mugavalt praeguse sissetuleku juures,5,6,EE,8,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Ei,turvaliselt
10,24736,Mees,30,Iga päev,30,4,6,7,Saame hakkama praeguse sissetuleku juures,9,5,EE,8,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24740,Naine,120,Iga päev,240,5,7,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,6,Iga päev,4-6,Palju sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24750,Naine,30,Iga päev,600,8,8,5,Elame mugavalt praeguse sissetuleku juures,2,8,EE,8,Iga päev,4-6,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24758,Mees,120,Iga päev,180,7,7,5,Saame hakkama praeguse sissetuleku juures,7,9,EE,7,Mitu korda kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24771,Mees,45,Iga päev,30,5,7,6,Saame hakkama praeguse sissetuleku juures,6,6,EE,9,Mitu korda kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24778,Mees,80,Ainult aeg-ajalt,NA,6,7,4,Praeguse sissetuleku juures on raske hakkama saada,9,9,EE,7,Vähem kui kord kuus,1,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24807,Naine,60,Mõni kord nädalas,NA,6,5,5,Praeguse sissetuleku juures on raske hakkama saada,9,10,EE,7,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24809,Naine,30,Iga päev,120,6,8,5,Elame mugavalt praeguse sissetuleku juures,7,7,EE,8,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24817,Mees,30,Iga päev,300,7,5,5,Elame mugavalt praeguse sissetuleku juures,10,10,EE,8,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24842,Naine,60,Iga päev,150,7,7,8,Saame hakkama praeguse sissetuleku juures,10,10,EE,8,Mitu korda nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,24844,Naine,1,Iga päev,300,3,6,2,Saame hakkama praeguse sissetuleku juures,4,9,EE,9,Mitu korda nädalas,3,Sagedamini kui enamik eakaaslasi,Jah,üldse mitte turvaliselt
10,24848,Naine,30,Iga päev,240,7,5,4,Praeguse sissetuleku juures on raske hakkama saada,10,10,EE,4,Kord kuus,4-6,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,24850,Naine,15,Iga päev,300,7,7,8,Elame mugavalt praeguse sissetuleku juures,8,8,EE,9,Mitu korda kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24857,Mees,45,Iga päev,120,5,5,5,Saame hakkama praeguse sissetuleku juures,7,8,EE,6,Kord nädalas,NA,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24860,Mees,30,Enamikul päevadel,180,1,9,1,Saame hakkama praeguse sissetuleku juures,0,10,EE,8,Kord nädalas,3,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24865,Naine,0,Mõni kord nädalas,NA,4,5,3,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Vähem kui kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24886,Naine,15,Iga päev,660,8,9,8,Saame hakkama praeguse sissetuleku juures,9,10,EE,9,Kord kuus,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24890,Mees,120,Mitte kunagi,NA,2,5,5,Saame hakkama praeguse sissetuleku juures,9,9,EE,5,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24900,Mees,30,Iga päev,480,5,5,5,Praeguse sissetuleku juures on raske hakkama saada,1,8,EE,7,Kord kuus,2,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24904,Mees,30,Iga päev,360,8,7,5,Elame mugavalt praeguse sissetuleku juures,8,8,EE,7,Mitu korda nädalas,4-6,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24907,Mees,30,Iga päev,180,7,7,3,Elame mugavalt praeguse sissetuleku juures,7,7,EE,8,Kord nädalas,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24929,Mees,30,Iga päev,180,0,1,1,Praeguse sissetuleku juures on raske hakkama saada,3,2,EE,6,Mitu korda kuus,7-9,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24933,Naine,5,Iga päev,240,9,8,6,Elame mugavalt praeguse sissetuleku juures,8,7,EE,9,Mitu korda nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24934,Naine,60,Mitte kunagi,NA,8,5,5,Praeguse sissetuleku juures on raske hakkama saada,5,5,EE,7,Kord kuus,Mitte ühtegi,Palju harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,24945,Mees,0,Iga päev,300,0,5,5,Saame hakkama praeguse sissetuleku juures,5,5,EE,8,Mitu korda nädalas,4-6,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,24950,Mees,60,Enamikul päevadel,60,7,5,5,Praeguse sissetuleku juures on raske hakkama saada,5,10,EE,8,Vähem kui kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,24953,Mees,150,Iga päev,180,6,5,4,Saame hakkama praeguse sissetuleku juures,2,4,EE,8,Mitu korda nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Jah,turvaliselt
10,24954,Mees,0,Iga päev,180,6,10,8,Elame mugavalt praeguse sissetuleku juures,10,8,EE,8,Mitu korda nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,24964,Mees,120,Iga päev,600,6,6,7,Saame hakkama praeguse sissetuleku juures,10,10,EE,3,Kord nädalas,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24978,Naine,5,Iga päev,180,1,1,4,Saame hakkama praeguse sissetuleku juures,6,6,EE,7,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24981,Mees,10,Iga päev,60,6,5,7,Saame hakkama praeguse sissetuleku juures,8,9,EE,8,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,24988,Naine,60,Iga päev,720,6,7,6,Saame hakkama praeguse sissetuleku juures,8,10,EE,8,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Jah,väga turvaliselt
10,24992,Naine,30,Mõni kord nädalas,NA,9,3,1,Saame hakkama praeguse sissetuleku juures,3,8,EE,8,Kord kuus,2,Harvemini kui enamik eakaaslasi,Jah,turvaliselt
10,24999,Naine,60,Iga päev,30,5,8,8,Saame hakkama praeguse sissetuleku juures,8,8,EE,9,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Ei,väga turvaliselt
10,25019,Naine,90,Enamikul päevadel,180,6,6,5,Saame hakkama praeguse sissetuleku juures,8,10,EE,7,Kord kuus,4-6,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,25030,Mees,30,Iga päev,540,7,5,7,Saame hakkama praeguse sissetuleku juures,6,6,EE,4,Kord nädalas,3,Umbes sama tihti kui enamik eakaaslasi,Jah,turvaliselt
10,25035,Naine,120,Ainult aeg-ajalt,NA,8,6,7,Saame hakkama praeguse sissetuleku juures,5,8,EE,7,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,25052,Naine,30,Iga päev,720,7,7,6,Saame hakkama praeguse sissetuleku juures,8,8,EE,8,Kord nädalas,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
10,25053,Mees,30,Iga päev,480,5,3,0,Saame hakkama praeguse sissetuleku juures,5,10,EE,2,Iga päev,Mitte ühtegi,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,25083,Mees,15,Iga päev,480,5,3,3,Elame mugavalt praeguse sissetuleku juures,0,5,EE,9,Kord nädalas,2,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,25084,Mees,30,Iga päev,150,4,4,0,Saame hakkama praeguse sissetuleku juures,9,10,EE,5,Mitu korda kuus,1,Sagedamini kui enamik eakaaslasi,Ei,väga turvaliselt
10,25087,Mees,60,Iga päev,480,8,8,8,Saame hakkama praeguse sissetuleku juures,10,8,EE,8,Kord kuus,1,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,25116,Naine,60,Iga päev,600,8,8,8,Saame hakkama praeguse sissetuleku juures,9,8,EE,9,Vähem kui kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,25134,Naine,60,Ainult aeg-ajalt,NA,3,5,3,Saame hakkama praeguse sissetuleku juures,10,10,EE,4,Kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,25137,Mees,30,Iga päev,120,6,5,6,Elame mugavalt praeguse sissetuleku juures,9,9,EE,9,Mitu korda kuus,4-6,Umbes sama tihti kui enamik eakaaslasi,Ei,turvaliselt
10,25144,Mees,1,Iga päev,240,6,6,5,Saame hakkama praeguse sissetuleku juures,8,8,EE,7,Vähem kui kord kuus,2,Harvemini kui enamik eakaaslasi,Ei,turvaliselt
10,25153,Mees,60,Iga päev,180,5,0,0,Saame hakkama praeguse sissetuleku juures,10,10,EE,10,Iga päev,1,Harvemini kui enamik eakaaslasi,Ei,väga turvaliselt
10,25157,Naine,180,Iga päev,240,5,5,4,Saame hakkama praeguse sissetuleku juures,5,7,EE,8,Kord kuus,3,Harvemini kui enamik eakaaslasi,Ei,mitte eriti turvaliselt
